"Time","Goodput","Average Delay","# of consumers"
2022-11-14 19:47:09,71.796 Gb/s,0.333 ms,
2022-11-14 19:47:10,72.891 Gb/s,0.342 ms,16
2022-11-14 19:47:11,70.352 Gb/s,0.357 ms,
2022-11-14 19:47:12,74.969 Gb/s,0.316 ms,
2022-11-14 19:47:13,75.269 Gb/s,0.326 ms,
2022-11-14 19:47:14,75.864 Gb/s,0.304 ms,
2022-11-14 19:47:15,74.412 Gb/s,0.358 ms,
2022-11-14 19:47:16,72.899 Gb/s,0.352 ms,
2022-11-14 19:47:17,75.508 Gb/s,0.329 ms,
2022-11-14 19:47:18,76.044 Gb/s,0.365 ms,
2022-11-14 19:47:19,74.898 Gb/s,0.350 ms,
2022-11-14 19:47:20,83.917 Gb/s,0.362 ms,16
2022-11-14 19:47:21,80.820 Gb/s,0.369 ms,
2022-11-14 19:47:22,77.547 Gb/s,0.321 ms,
2022-11-14 19:47:23,73.995 Gb/s,0.329 ms,
2022-11-14 19:47:24,74.012 Gb/s,0.300 ms,
2022-11-14 19:47:25,81.614 Gb/s,0.377 ms,
2022-11-14 19:47:26,75.540 Gb/s,0.362 ms,
2022-11-14 19:47:27,71.030 Gb/s,0.351 ms,
2022-11-14 19:47:28,76.859 Gb/s,0.380 ms,
2022-11-14 19:47:29,81.964 Gb/s,0.388 ms,
2022-11-14 19:47:30,75.520 Gb/s,0.314 ms,16
2022-11-14 19:47:31,75.298 Gb/s,0.384 ms,
2022-11-14 19:47:32,74.935 Gb/s,0.351 ms,
2022-11-14 19:47:33,82.897 Gb/s,0.326 ms,
2022-11-14 19:47:34,78.663 Gb/s,0.324 ms,
2022-11-14 19:47:35,79.490 Gb/s,0.333 ms,
2022-11-14 19:47:36,70.926 Gb/s,0.346 ms,
2022-11-14 19:47:37,75.832 Gb/s,0.335 ms,
2022-11-14 19:47:38,75.230 Gb/s,0.345 ms,
2022-11-14 19:47:39,75.918 Gb/s,0.351 ms,
2022-11-14 19:47:40,73.085 Gb/s,0.307 ms,16
2022-11-14 19:47:41,71.616 Gb/s,0.317 ms,
2022-11-14 19:47:42,75.635 Gb/s,0.317 ms,
2022-11-14 19:47:43,74.908 Gb/s,0.331 ms,
2022-11-14 19:47:44,73.630 Gb/s,0.337 ms,
2022-11-14 19:47:45,78.241 Gb/s,0.353 ms,
2022-11-14 19:47:46,73.615 Gb/s,0.333 ms,
2022-11-14 19:47:47,74.880 Gb/s,0.340 ms,
2022-11-14 19:47:48,74.171 Gb/s,0.296 ms,
2022-11-14 19:47:49,74.784 Gb/s,0.316 ms,
2022-11-14 19:47:50,75.228 Gb/s,0.349 ms,16
2022-11-14 19:47:51,78.783 Gb/s,0.330 ms,
2022-11-14 19:47:52,74.605 Gb/s,0.348 ms,
2022-11-14 19:47:53,71.985 Gb/s,0.345 ms,
2022-11-14 19:47:54,77.839 Gb/s,0.369 ms,
2022-11-14 19:47:55,71.948 Gb/s,0.337 ms,
2022-11-14 19:47:56,79.935 Gb/s,0.335 ms,
2022-11-14 19:47:57,83.333 Gb/s,0.344 ms,
2022-11-14 19:47:58,84.248 Gb/s,0.334 ms,
2022-11-14 19:47:59,76.340 Gb/s,0.316 ms,
2022-11-14 19:48:00,76.469 Gb/s,0.349 ms,16
2022-11-14 19:48:01,76.121 Gb/s,0.328 ms,
2022-11-14 19:48:02,74.020 Gb/s,0.308 ms,
2022-11-14 19:48:03,73.841 Gb/s,0.312 ms,
2022-11-14 19:48:04,72.023 Gb/s,0.325 ms,
2022-11-14 19:48:05,78.763 Gb/s,0.396 ms,
2022-11-14 19:48:06,77.989 Gb/s,0.357 ms,
2022-11-14 19:48:07,71.624 Gb/s,0.378 ms,
2022-11-14 19:48:08,76.853 Gb/s,0.379 ms,
2022-11-14 19:48:09,73.763 Gb/s,0.336 ms,
2022-11-14 19:48:10,76.205 Gb/s,0.356 ms,16
2022-11-14 19:48:11,75.597 Gb/s,0.309 ms,
2022-11-14 19:48:12,81.954 Gb/s,0.348 ms,
2022-11-14 19:48:13,80.077 Gb/s,0.327 ms,
2022-11-14 19:48:14,73.640 Gb/s,0.352 ms,
2022-11-14 19:48:15,70.342 Gb/s,0.323 ms,
2022-11-14 19:48:16,77.278 Gb/s,0.321 ms,
2022-11-14 19:48:17,77.624 Gb/s,0.317 ms,
2022-11-14 19:48:18,73.537 Gb/s,0.301 ms,
2022-11-14 19:48:19,76.552 Gb/s,0.343 ms,
2022-11-14 19:48:20,77.103 Gb/s,0.333 ms,16
2022-11-14 19:48:21,72.170 Gb/s,0.320 ms,
2022-11-14 19:48:22,78.927 Gb/s,0.301 ms,
2022-11-14 19:48:23,74.209 Gb/s,0.328 ms,
2022-11-14 19:48:24,76.806 Gb/s,0.330 ms,
2022-11-14 19:48:25,74.485 Gb/s,0.337 ms,
2022-11-14 19:48:26,72.136 Gb/s,0.337 ms,
2022-11-14 19:48:27,73.666 Gb/s,0.334 ms,
2022-11-14 19:48:28,75.303 Gb/s,0.352 ms,
2022-11-14 19:48:29,81.106 Gb/s,0.302 ms,
2022-11-14 19:48:30,73.439 Gb/s,0.307 ms,16
2022-11-14 19:48:31,77.679 Gb/s,0.399 ms,
2022-11-14 19:48:32,71.195 Gb/s,0.326 ms,
2022-11-14 19:48:33,72.402 Gb/s,0.327 ms,
2022-11-14 19:48:34,79.464 Gb/s,0.340 ms,
2022-11-14 19:48:35,75.813 Gb/s,0.328 ms,
2022-11-14 19:48:36,71.587 Gb/s,0.340 ms,
2022-11-14 19:48:37,72.053 Gb/s,0.330 ms,
2022-11-14 19:48:38,69.599 Gb/s,0.323 ms,
2022-11-14 19:48:39,70.073 Gb/s,0.344 ms,
2022-11-14 19:48:40,71.019 Gb/s,0.310 ms,16
2022-11-14 19:48:41,70.096 Gb/s,0.339 ms,
2022-11-14 19:48:42,72.564 Gb/s,0.348 ms,
2022-11-14 19:48:43,78.446 Gb/s,0.392 ms,
2022-11-14 19:48:44,76.727 Gb/s,0.378 ms,
2022-11-14 19:48:45,78.110 Gb/s,0.359 ms,
2022-11-14 19:48:46,75.440 Gb/s,0.317 ms,
2022-11-14 19:48:47,77.418 Gb/s,0.325 ms,
2022-11-14 19:48:48,72.556 Gb/s,0.292 ms,
2022-11-14 19:48:49,76.290 Gb/s,0.357 ms,
2022-11-14 19:48:50,76.802 Gb/s,0.339 ms,16
2022-11-14 19:48:51,78.010 Gb/s,0.370 ms,
2022-11-14 19:48:52,78.677 Gb/s,0.349 ms,
2022-11-14 19:48:53,81.367 Gb/s,0.333 ms,
2022-11-14 19:48:54,80.539 Gb/s,0.376 ms,
2022-11-14 19:48:55,73.981 Gb/s,0.318 ms,
2022-11-14 19:48:56,77.939 Gb/s,0.342 ms,
2022-11-14 19:48:57,73.980 Gb/s,0.302 ms,
2022-11-14 19:48:58,76.926 Gb/s,0.313 ms,
2022-11-14 19:48:59,71.162 Gb/s,0.353 ms,
2022-11-14 19:49:00,77.713 Gb/s,0.333 ms,16
2022-11-14 19:49:01,73.486 Gb/s,0.322 ms,
2022-11-14 19:49:02,71.301 Gb/s,0.292 ms,
2022-11-14 19:49:03,78.394 Gb/s,0.328 ms,
2022-11-14 19:49:04,76.300 Gb/s,0.360 ms,
2022-11-14 19:49:05,78.260 Gb/s,0.340 ms,
2022-11-14 19:49:06,73.614 Gb/s,0.330 ms,
2022-11-14 19:49:07,77.642 Gb/s,0.372 ms,
2022-11-14 19:49:08,85.732 Gb/s,0.357 ms,
2022-11-14 19:49:09,74.965 Gb/s,0.357 ms,
2022-11-14 19:49:10,77.586 Gb/s,0.338 ms,16
2022-11-14 19:49:11,72.052 Gb/s,0.359 ms,
2022-11-14 19:49:12,74.147 Gb/s,0.381 ms,
2022-11-14 19:49:13,75.353 Gb/s,0.354 ms,
2022-11-14 19:49:14,76.261 Gb/s,0.360 ms,
2022-11-14 19:49:15,75.069 Gb/s,0.348 ms,
2022-11-14 19:49:16,74.745 Gb/s,0.376 ms,
2022-11-14 19:49:17,71.999 Gb/s,0.357 ms,
2022-11-14 19:49:18,75.789 Gb/s,0.355 ms,
2022-11-14 19:49:19,79.512 Gb/s,0.315 ms,
2022-11-14 19:49:20,71.123 Gb/s,0.369 ms,16
2022-11-14 19:49:21,74.849 Gb/s,0.340 ms,
2022-11-14 19:49:22,75.861 Gb/s,0.370 ms,
2022-11-14 19:49:23,77.196 Gb/s,0.409 ms,
2022-11-14 19:49:24,76.172 Gb/s,0.360 ms,
2022-11-14 19:49:25,73.873 Gb/s,0.361 ms,
2022-11-14 19:49:26,73.082 Gb/s,0.318 ms,
2022-11-14 19:49:27,74.026 Gb/s,0.340 ms,
2022-11-14 19:49:28,75.688 Gb/s,0.347 ms,
2022-11-14 19:49:29,72.876 Gb/s,0.327 ms,
2022-11-14 19:49:30,75.912 Gb/s,0.293 ms,16
2022-11-14 19:49:31,76.814 Gb/s,0.325 ms,
2022-11-14 19:49:32,74.173 Gb/s,0.313 ms,
2022-11-14 19:49:33,73.721 Gb/s,0.336 ms,
2022-11-14 19:49:34,76.650 Gb/s,0.336 ms,
2022-11-14 19:49:35,80.929 Gb/s,0.367 ms,
2022-11-14 19:49:36,73.727 Gb/s,0.374 ms,
2022-11-14 19:49:37,85.161 Gb/s,0.348 ms,
2022-11-14 19:49:38,73.515 Gb/s,0.348 ms,
2022-11-14 19:49:39,80.973 Gb/s,0.312 ms,
2022-11-14 19:49:40,76.040 Gb/s,0.385 ms,16
2022-11-14 19:49:41,73.959 Gb/s,0.352 ms,
2022-11-14 19:49:42,72.439 Gb/s,0.369 ms,
2022-11-14 19:49:43,71.587 Gb/s,0.348 ms,
2022-11-14 19:49:44,73.213 Gb/s,0.344 ms,
2022-11-14 19:49:45,71.279 Gb/s,0.328 ms,
2022-11-14 19:49:46,72.359 Gb/s,0.336 ms,
2022-11-14 19:49:47,79.304 Gb/s,0.325 ms,
2022-11-14 19:49:48,76.047 Gb/s,0.347 ms,
2022-11-14 19:49:49,77.812 Gb/s,0.361 ms,
2022-11-14 19:49:50,79.758 Gb/s,0.345 ms,16
2022-11-14 19:49:51,71.112 Gb/s,0.332 ms,
2022-11-14 19:49:52,75.444 Gb/s,0.405 ms,
2022-11-14 19:49:53,75.769 Gb/s,0.373 ms,
2022-11-14 19:49:54,73.935 Gb/s,0.308 ms,
2022-11-14 19:49:55,74.692 Gb/s,0.368 ms,
2022-11-14 19:49:56,74.633 Gb/s,0.344 ms,
2022-11-14 19:49:57,77.058 Gb/s,0.416 ms,
2022-11-14 19:49:58,79.592 Gb/s,0.342 ms,
2022-11-14 19:49:59,76.714 Gb/s,0.347 ms,
2022-11-14 19:50:00,73.294 Gb/s,0.325 ms,16
2022-11-14 19:50:01,72.324 Gb/s,0.321 ms,
2022-11-14 19:50:02,69.170 Gb/s,0.321 ms,
2022-11-14 19:50:03,72.802 Gb/s,0.306 ms,
2022-11-14 19:50:04,76.182 Gb/s,0.388 ms,
2022-11-14 19:50:05,73.963 Gb/s,0.330 ms,
2022-11-14 19:50:06,67.815 Gb/s,0.345 ms,
2022-11-14 19:50:07,70.973 Gb/s,0.346 ms,
2022-11-14 19:50:08,71.283 Gb/s,0.341 ms,
2022-11-14 19:50:09,72.150 Gb/s,0.354 ms,
2022-11-14 19:50:10,74.113 Gb/s,0.374 ms,16
2022-11-14 19:50:11,75.164 Gb/s,0.327 ms,
2022-11-14 19:50:12,75.657 Gb/s,0.339 ms,
2022-11-14 19:50:13,81.402 Gb/s,0.338 ms,
2022-11-14 19:50:14,76.577 Gb/s,0.365 ms,
2022-11-14 19:50:15,79.025 Gb/s,0.332 ms,
2022-11-14 19:50:16,74.925 Gb/s,0.344 ms,
2022-11-14 19:50:17,78.712 Gb/s,0.320 ms,
2022-11-14 19:50:18,75.634 Gb/s,0.336 ms,
2022-11-14 19:50:19,76.349 Gb/s,0.343 ms,
2022-11-14 19:50:20,75.744 Gb/s,0.351 ms,16
2022-11-14 19:50:21,78.018 Gb/s,0.304 ms,
2022-11-14 19:50:22,79.962 Gb/s,0.324 ms,
2022-11-14 19:50:23,77.318 Gb/s,0.352 ms,
2022-11-14 19:50:24,77.690 Gb/s,0.340 ms,
2022-11-14 19:50:25,84.182 Gb/s,0.321 ms,
2022-11-14 19:50:26,76.457 Gb/s,0.348 ms,
2022-11-14 19:50:27,73.268 Gb/s,0.325 ms,
2022-11-14 19:50:28,73.268 Gb/s,0.329 ms,
2022-11-14 19:50:29,71.003 Gb/s,0.346 ms,
2022-11-14 19:50:30,65.683 Gb/s,0.372 ms,16
2022-11-14 19:50:31,75.456 Gb/s,0.371 ms,
2022-11-14 19:50:32,77.337 Gb/s,0.351 ms,
2022-11-14 19:50:33,84.326 Gb/s,0.353 ms,
2022-11-14 19:50:34,80.493 Gb/s,0.386 ms,
2022-11-14 19:50:35,81.461 Gb/s,0.332 ms,
2022-11-14 19:50:36,82.127 Gb/s,0.354 ms,
2022-11-14 19:50:37,72.611 Gb/s,0.346 ms,
2022-11-14 19:50:38,71.401 Gb/s,0.325 ms,
2022-11-14 19:50:39,75.319 Gb/s,0.348 ms,
2022-11-14 19:50:40,75.937 Gb/s,0.348 ms,16
2022-11-14 19:50:41,75.884 Gb/s,0.297 ms,
2022-11-14 19:50:42,74.290 Gb/s,0.307 ms,
2022-11-14 19:50:43,73.828 Gb/s,0.370 ms,
2022-11-14 19:50:44,77.610 Gb/s,0.367 ms,
2022-11-14 19:50:45,78.289 Gb/s,0.425 ms,
2022-11-14 19:50:46,75.913 Gb/s,0.444 ms,
2022-11-14 19:50:47,72.188 Gb/s,0.441 ms,
2022-11-14 19:50:48,77.746 Gb/s,0.375 ms,
2022-11-14 19:50:49,79.343 Gb/s,0.351 ms,
2022-11-14 19:50:50,71.892 Gb/s,0.389 ms,16
2022-11-14 19:50:51,80.588 Gb/s,0.375 ms,
2022-11-14 19:50:52,77.306 Gb/s,0.406 ms,
2022-11-14 19:50:53,74.335 Gb/s,0.408 ms,
2022-11-14 19:50:54,74.646 Gb/s,0.354 ms,
2022-11-14 19:50:55,69.512 Gb/s,0.392 ms,
2022-11-14 19:50:56,73.821 Gb/s,0.388 ms,
2022-11-14 19:50:57,74.618 Gb/s,0.375 ms,
2022-11-14 19:50:58,80.788 Gb/s,0.371 ms,
2022-11-14 19:50:59,76.577 Gb/s,0.400 ms,
2022-11-14 19:51:00,68.209 Gb/s,0.387 ms,16
2022-11-14 19:51:01,71.952 Gb/s,0.386 ms,
2022-11-14 19:51:02,72.681 Gb/s,0.380 ms,
2022-11-14 19:51:03,77.827 Gb/s,0.382 ms,
2022-11-14 19:51:04,72.019 Gb/s,0.390 ms,
2022-11-14 19:51:05,70.801 Gb/s,0.435 ms,
2022-11-14 19:51:06,77.440 Gb/s,0.445 ms,
2022-11-14 19:51:07,83.524 Gb/s,0.441 ms,
2022-11-14 19:51:08,74.059 Gb/s,0.419 ms,
2022-11-14 19:51:09,73.825 Gb/s,0.393 ms,
2022-11-14 19:51:10,75.213 Gb/s,0.365 ms,16
2022-11-14 19:51:11,80.016 Gb/s,0.394 ms,
2022-11-14 19:51:12,85.779 Gb/s,0.418 ms,
2022-11-14 19:51:13,78.511 Gb/s,0.358 ms,
2022-11-14 19:51:14,75.479 Gb/s,0.335 ms,
2022-11-14 19:51:15,77.221 Gb/s,0.353 ms,
2022-11-14 19:51:16,73.443 Gb/s,0.334 ms,
2022-11-14 19:51:17,72.442 Gb/s,0.383 ms,
2022-11-14 19:51:18,76.209 Gb/s,0.414 ms,
2022-11-14 19:51:19,82.468 Gb/s,0.343 ms,
2022-11-14 19:51:20,67.970 Gb/s,0.344 ms,16
2022-11-14 19:51:21,75.144 Gb/s,0.299 ms,
2022-11-14 19:51:22,81.281 Gb/s,0.325 ms,
2022-11-14 19:51:23,74.742 Gb/s,0.335 ms,
2022-11-14 19:51:24,74.423 Gb/s,0.350 ms,
2022-11-14 19:51:25,76.849 Gb/s,0.332 ms,
2022-11-14 19:51:26,71.244 Gb/s,0.305 ms,
2022-11-14 19:51:27,72.032 Gb/s,0.324 ms,
2022-11-14 19:51:28,75.950 Gb/s,0.292 ms,
2022-11-14 19:51:29,68.273 Gb/s,0.346 ms,
2022-11-14 19:51:30,82.078 Gb/s,0.351 ms,16
2022-11-14 19:51:31,85.551 Gb/s,0.309 ms,
2022-11-14 19:51:32,79.035 Gb/s,0.333 ms,
2022-11-14 19:51:33,72.817 Gb/s,0.350 ms,
2022-11-14 19:51:34,73.875 Gb/s,0.338 ms,
2022-11-14 19:51:35,70.310 Gb/s,0.348 ms,
2022-11-14 19:51:36,73.729 Gb/s,0.337 ms,
2022-11-14 19:51:37,74.397 Gb/s,0.314 ms,
2022-11-14 19:51:38,76.066 Gb/s,0.298 ms,
2022-11-14 19:51:39,75.922 Gb/s,0.345 ms,
2022-11-14 19:51:40,70.799 Gb/s,0.336 ms,16
2022-11-14 19:51:41,76.216 Gb/s,0.353 ms,
2022-11-14 19:51:42,80.313 Gb/s,0.290 ms,
2022-11-14 19:51:43,76.675 Gb/s,0.317 ms,
2022-11-14 19:51:44,75.265 Gb/s,0.295 ms,
2022-11-14 19:51:45,79.870 Gb/s,0.311 ms,
2022-11-14 19:51:46,74.165 Gb/s,0.313 ms,
2022-11-14 19:51:47,75.808 Gb/s,0.334 ms,
2022-11-14 19:51:48,72.748 Gb/s,0.346 ms,
2022-11-14 19:51:49,75.482 Gb/s,0.340 ms,
2022-11-14 19:51:50,77.244 Gb/s,0.366 ms,16
2022-11-14 19:51:51,73.472 Gb/s,0.302 ms,
2022-11-14 19:51:52,70.022 Gb/s,0.325 ms,
2022-11-14 19:51:53,75.989 Gb/s,0.346 ms,
2022-11-14 19:51:54,77.140 Gb/s,0.369 ms,
2022-11-14 19:51:55,77.843 Gb/s,0.329 ms,
2022-11-14 19:51:56,72.809 Gb/s,0.362 ms,
2022-11-14 19:51:57,72.761 Gb/s,0.359 ms,
2022-11-14 19:51:58,72.301 Gb/s,0.345 ms,
2022-11-14 19:51:59,69.800 Gb/s,0.353 ms,
2022-11-14 19:52:00,71.725 Gb/s,0.345 ms,16
2022-11-14 19:52:01,74.184 Gb/s,0.323 ms,
2022-11-14 19:52:02,80.227 Gb/s,0.319 ms,
2022-11-14 19:52:03,76.017 Gb/s,0.345 ms,
2022-11-14 19:52:04,80.463 Gb/s,0.309 ms,
2022-11-14 19:52:05,76.370 Gb/s,0.338 ms,
2022-11-14 19:52:06,67.812 Gb/s,0.388 ms,
2022-11-14 19:52:07,66.870 Gb/s,0.344 ms,
2022-11-14 19:52:08,74.159 Gb/s,0.329 ms,
2022-11-14 19:52:09,77.107 Gb/s,0.328 ms,
2022-11-14 19:52:10,80.971 Gb/s,0.334 ms,16
2022-11-14 19:52:11,76.898 Gb/s,0.329 ms,
2022-11-14 19:52:12,70.181 Gb/s,0.341 ms,
2022-11-14 19:52:13,77.737 Gb/s,0.328 ms,
2022-11-14 19:52:14,78.893 Gb/s,0.306 ms,
2022-11-14 19:52:15,75.979 Gb/s,0.323 ms,
2022-11-14 19:52:16,76.601 Gb/s,0.341 ms,
2022-11-14 19:52:17,78.116 Gb/s,0.315 ms,
2022-11-14 19:52:18,81.197 Gb/s,0.351 ms,
2022-11-14 19:52:19,80.227 Gb/s,0.334 ms,
2022-11-14 19:52:20,78.391 Gb/s,0.336 ms,16
2022-11-14 19:52:21,74.371 Gb/s,0.296 ms,
2022-11-14 19:52:22,78.317 Gb/s,0.356 ms,
2022-11-14 19:52:23,74.270 Gb/s,0.319 ms,
2022-11-14 19:52:24,72.814 Gb/s,0.355 ms,
2022-11-14 19:52:25,74.413 Gb/s,0.331 ms,
2022-11-14 19:52:26,78.394 Gb/s,0.317 ms,
2022-11-14 19:52:27,81.281 Gb/s,0.310 ms,
2022-11-14 19:52:28,78.131 Gb/s,0.337 ms,
2022-11-14 19:52:29,75.632 Gb/s,0.326 ms,
2022-11-14 19:52:30,76.478 Gb/s,0.321 ms,16
2022-11-14 19:52:31,75.753 Gb/s,0.369 ms,
2022-11-14 19:52:32,76.598 Gb/s,0.351 ms,
2022-11-14 19:52:33,72.135 Gb/s,0.342 ms,
2022-11-14 19:52:34,76.337 Gb/s,0.334 ms,
2022-11-14 19:52:35,72.093 Gb/s,0.339 ms,
2022-11-14 19:52:36,74.473 Gb/s,0.331 ms,
2022-11-14 19:52:37,73.936 Gb/s,0.348 ms,
2022-11-14 19:52:38,75.621 Gb/s,0.342 ms,
2022-11-14 19:52:39,76.131 Gb/s,0.339 ms,
2022-11-14 19:52:40,74.572 Gb/s,0.337 ms,16
2022-11-14 19:52:41,77.750 Gb/s,0.347 ms,
2022-11-14 19:52:42,85.979 Gb/s,0.342 ms,
2022-11-14 19:52:43,74.522 Gb/s,0.364 ms,
2022-11-14 19:52:44,76.608 Gb/s,0.320 ms,
2022-11-14 19:52:45,74.735 Gb/s,0.359 ms,
2022-11-14 19:52:46,76.597 Gb/s,0.310 ms,
2022-11-14 19:52:47,76.063 Gb/s,0.317 ms,
2022-11-14 19:52:48,72.268 Gb/s,0.317 ms,
2022-11-14 19:52:49,74.140 Gb/s,0.310 ms,
2022-11-14 19:52:50,74.110 Gb/s,0.335 ms,16
2022-11-14 19:52:51,80.205 Gb/s,0.307 ms,
2022-11-14 19:52:52,75.145 Gb/s,0.331 ms,
2022-11-14 19:52:53,77.600 Gb/s,0.310 ms,
2022-11-14 19:52:54,79.745 Gb/s,0.326 ms,
2022-11-14 19:52:55,73.869 Gb/s,0.281 ms,
2022-11-14 19:52:56,88.577 Gb/s,0.308 ms,
2022-11-14 19:52:57,71.054 Gb/s,0.318 ms,
2022-11-14 19:52:58,72.835 Gb/s,0.330 ms,
2022-11-14 19:52:59,74.679 Gb/s,0.349 ms,
2022-11-14 19:53:00,76.230 Gb/s,0.330 ms,16
2022-11-14 19:53:01,80.594 Gb/s,0.358 ms,
2022-11-14 19:53:02,76.493 Gb/s,0.336 ms,
2022-11-14 19:53:03,75.214 Gb/s,0.354 ms,
2022-11-14 19:53:04,77.932 Gb/s,0.325 ms,
2022-11-14 19:53:05,73.562 Gb/s,0.300 ms,
2022-11-14 19:53:06,78.855 Gb/s,0.307 ms,
2022-11-14 19:53:07,81.897 Gb/s,0.351 ms,
2022-11-14 19:53:08,79.250 Gb/s,0.321 ms,
2022-11-14 19:53:09,75.034 Gb/s,0.341 ms,
2022-11-14 19:53:10,76.491 Gb/s,0.323 ms,16
2022-11-14 19:53:11,78.702 Gb/s,0.369 ms,
2022-11-14 19:53:12,82.041 Gb/s,0.328 ms,
2022-11-14 19:53:13,76.046 Gb/s,0.323 ms,
2022-11-14 19:53:14,73.960 Gb/s,0.339 ms,
2022-11-14 19:53:15,72.873 Gb/s,0.352 ms,
2022-11-14 19:53:16,74.544 Gb/s,0.331 ms,
2022-11-14 19:53:17,73.865 Gb/s,0.312 ms,
2022-11-14 19:53:18,73.237 Gb/s,0.355 ms,
2022-11-14 19:53:19,73.801 Gb/s,0.364 ms,
2022-11-14 19:53:20,73.668 Gb/s,0.351 ms,16
2022-11-14 19:53:21,71.748 Gb/s,0.353 ms,
2022-11-14 19:53:22,75.001 Gb/s,0.372 ms,
2022-11-14 19:53:23,75.098 Gb/s,0.356 ms,
2022-11-14 19:53:24,74.123 Gb/s,0.342 ms,
2022-11-14 19:53:25,78.948 Gb/s,0.349 ms,
2022-11-14 19:53:26,77.465 Gb/s,0.345 ms,
2022-11-14 19:53:27,75.147 Gb/s,0.380 ms,
2022-11-14 19:53:28,67.583 Gb/s,0.352 ms,
2022-11-14 19:53:29,71.990 Gb/s,0.358 ms,
2022-11-14 19:53:30,76.305 Gb/s,0.352 ms,15
2022-11-14 19:53:31,73.267 Gb/s,0.360 ms,
2022-11-14 19:53:32,70.788 Gb/s,0.357 ms,
2022-11-14 19:53:33,71.869 Gb/s,0.351 ms,
2022-11-14 19:53:34,67.883 Gb/s,0.301 ms,
2022-11-14 19:53:35,67.408 Gb/s,0.358 ms,
2022-11-14 19:53:36,73.534 Gb/s,0.349 ms,
2022-11-14 19:53:37,74.811 Gb/s,0.384 ms,
2022-11-14 19:53:38,75.290 Gb/s,0.375 ms,
2022-11-14 19:53:39,74.181 Gb/s,0.392 ms,
2022-11-14 19:53:40,68.045 Gb/s,0.363 ms,15
2022-11-14 19:53:41,75.227 Gb/s,0.397 ms,
2022-11-14 19:53:42,67.177 Gb/s,0.361 ms,
2022-11-14 19:53:43,69.358 Gb/s,0.334 ms,
2022-11-14 19:53:44,64.791 Gb/s,0.359 ms,
2022-11-14 19:53:45,65.136 Gb/s,0.368 ms,
2022-11-14 19:53:46,63.070 Gb/s,0.473 ms,
2022-11-14 19:53:47,54.910 Gb/s,0.436 ms,
2022-11-14 19:53:48,57.108 Gb/s,0.448 ms,
2022-11-14 19:53:49,61.839 Gb/s,0.444 ms,
2022-11-14 19:53:50,63.396 Gb/s,0.445 ms,13
2022-11-14 19:53:51,66.078 Gb/s,0.510 ms,
2022-11-14 19:53:52,62.335 Gb/s,0.459 ms,
2022-11-14 19:53:53,61.269 Gb/s,0.426 ms,
2022-11-14 19:53:54,58.045 Gb/s,0.419 ms,
2022-11-14 19:53:55,57.126 Gb/s,0.405 ms,
2022-11-14 19:53:56,62.572 Gb/s,0.486 ms,
2022-11-14 19:53:57,72.606 Gb/s,0.504 ms,
2022-11-14 19:53:58,66.309 Gb/s,0.422 ms,
2022-11-14 19:53:59,59.522 Gb/s,0.430 ms,
2022-11-14 19:54:00,55.217 Gb/s,0.425 ms,13
2022-11-14 19:54:01,65.149 Gb/s,0.455 ms,
2022-11-14 19:54:02,65.672 Gb/s,0.496 ms,
2022-11-14 19:54:03,59.064 Gb/s,0.434 ms,
2022-11-14 19:54:04,61.620 Gb/s,0.442 ms,
2022-11-14 19:54:05,63.420 Gb/s,0.438 ms,
2022-11-14 19:54:06,60.514 Gb/s,0.391 ms,
2022-11-14 19:54:07,58.880 Gb/s,0.427 ms,
2022-11-14 19:54:08,59.565 Gb/s,0.439 ms,
2022-11-14 19:54:09,61.728 Gb/s,0.394 ms,
2022-11-14 19:54:10,59.230 Gb/s,0.396 ms,13
2022-11-14 19:54:11,68.507 Gb/s,0.476 ms,
2022-11-14 19:54:12,60.615 Gb/s,0.496 ms,
2022-11-14 19:54:13,65.485 Gb/s,0.461 ms,
2022-11-14 19:54:14,65.215 Gb/s,0.509 ms,
2022-11-14 19:54:15,61.181 Gb/s,0.425 ms,
2022-11-14 19:54:16,63.029 Gb/s,0.381 ms,
2022-11-14 19:54:17,66.183 Gb/s,0.460 ms,
2022-11-14 19:54:18,59.548 Gb/s,0.450 ms,
2022-11-14 19:54:19,61.110 Gb/s,0.409 ms,
2022-11-14 19:54:20,59.590 Gb/s,0.408 ms,13
2022-11-14 19:54:21,57.010 Gb/s,0.501 ms,
2022-11-14 19:54:22,60.914 Gb/s,0.481 ms,
2022-11-14 19:54:23,63.453 Gb/s,0.398 ms,
2022-11-14 19:54:24,58.489 Gb/s,0.395 ms,
2022-11-14 19:54:25,58.165 Gb/s,0.463 ms,
2022-11-14 19:54:26,56.250 Gb/s,0.417 ms,
2022-11-14 19:54:27,57.828 Gb/s,0.446 ms,
2022-11-14 19:54:28,56.883 Gb/s,0.435 ms,
2022-11-14 19:54:29,54.857 Gb/s,0.440 ms,
2022-11-14 19:54:30,62.437 Gb/s,0.377 ms,13
2022-11-14 19:54:31,58.845 Gb/s,0.449 ms,
2022-11-14 19:54:32,56.952 Gb/s,0.469 ms,
2022-11-14 19:54:33,55.823 Gb/s,0.381 ms,
2022-11-14 19:54:34,52.935 Gb/s,0.433 ms,
2022-11-14 19:54:35,55.042 Gb/s,0.429 ms,
2022-11-14 19:54:36,62.469 Gb/s,0.434 ms,
2022-11-14 19:54:37,62.632 Gb/s,0.433 ms,
