"Time","Goodput","Average Delay","# of consumers"
2022-11-15 18:54:38,13.377 Gb/s,79.038 ms,
2022-11-15 18:54:39,23.449 Gb/s,79.004 ms,
2022-11-15 18:54:40,21.094 Gb/s,79.002 ms,8
2022-11-15 18:54:41,11.395 Gb/s,79.018 ms,
2022-11-15 18:54:42,18.552 Gb/s,78.920 ms,
2022-11-15 18:54:43,22.490 Gb/s,78.947 ms,
2022-11-15 18:54:44,23.171 Gb/s,79.039 ms,
2022-11-15 18:54:45,10.692 Gb/s,79.232 ms,
2022-11-15 18:54:46,18.819 Gb/s,78.939 ms,
2022-11-15 18:54:47,22.270 Gb/s,78.956 ms,
2022-11-15 18:54:48,18.567 Gb/s,79.044 ms,
2022-11-15 18:54:49,13.845 Gb/s,79.140 ms,
2022-11-15 18:54:50,19.273 Gb/s,79.020 ms,8
2022-11-15 18:54:51,21.955 Gb/s,78.931 ms,
2022-11-15 18:54:52,17.067 Gb/s,78.886 ms,
2022-11-15 18:54:53,17.971 Gb/s,79.025 ms,
2022-11-15 18:54:54,24.179 Gb/s,78.873 ms,
2022-11-15 18:54:55,19.001 Gb/s,78.882 ms,
2022-11-15 18:54:56,15.955 Gb/s,78.861 ms,
2022-11-15 18:54:57,21.154 Gb/s,78.885 ms,
2022-11-15 18:54:58,23.675 Gb/s,78.758 ms,
2022-11-15 18:54:59,17.039 Gb/s,78.732 ms,
2022-11-15 18:55:00,18.445 Gb/s,78.598 ms,8
2022-11-15 18:55:01,22.151 Gb/s,78.630 ms,
2022-11-15 18:55:02,17.603 Gb/s,78.734 ms,
2022-11-15 18:55:03,13.850 Gb/s,79.068 ms,
2022-11-15 18:55:04,19.136 Gb/s,78.771 ms,
2022-11-15 18:55:05,22.574 Gb/s,78.670 ms,
2022-11-15 18:55:06,16.779 Gb/s,78.837 ms,
2022-11-15 18:55:07,16.092 Gb/s,79.042 ms,
2022-11-15 18:55:08,20.958 Gb/s,78.812 ms,
2022-11-15 18:55:09,22.433 Gb/s,78.834 ms,
2022-11-15 18:55:10,14.605 Gb/s,79.056 ms,8
2022-11-15 18:55:11,14.901 Gb/s,78.610 ms,
2022-11-15 18:55:12,21.452 Gb/s,78.684 ms,
2022-11-15 18:55:13,22.746 Gb/s,78.805 ms,
2022-11-15 18:55:14,15.498 Gb/s,78.839 ms,
2022-11-15 18:55:15,18.524 Gb/s,78.728 ms,
2022-11-15 18:55:16,23.002 Gb/s,78.703 ms,
2022-11-15 18:55:17,19.380 Gb/s,78.828 ms,
2022-11-15 18:55:18,13.518 Gb/s,78.885 ms,
2022-11-15 18:55:19,20.215 Gb/s,78.735 ms,
2022-11-15 18:55:20,20.552 Gb/s,78.744 ms,8
2022-11-15 18:55:21,18.993 Gb/s,78.760 ms,
2022-11-15 18:55:22,11.884 Gb/s,78.799 ms,
2022-11-15 18:55:23,21.499 Gb/s,78.796 ms,
2022-11-15 18:55:24,21.179 Gb/s,78.737 ms,
2022-11-15 18:55:25,15.202 Gb/s,78.708 ms,
2022-11-15 18:55:26,16.503 Gb/s,78.827 ms,
2022-11-15 18:55:27,22.232 Gb/s,78.702 ms,
2022-11-15 18:55:28,20.799 Gb/s,78.728 ms,
2022-11-15 18:55:29,16.185 Gb/s,78.708 ms,
2022-11-15 18:55:30,19.434 Gb/s,78.744 ms,8
2022-11-15 18:55:31,20.456 Gb/s,78.693 ms,
2022-11-15 18:55:32,20.675 Gb/s,78.867 ms,
2022-11-15 18:55:33,15.942 Gb/s,78.765 ms,
2022-11-15 18:55:34,22.204 Gb/s,78.720 ms,
2022-11-15 18:55:35,18.071 Gb/s,78.706 ms,
2022-11-15 18:55:36,15.461 Gb/s,78.869 ms,
2022-11-15 18:55:37,18.831 Gb/s,78.833 ms,
2022-11-15 18:55:38,21.218 Gb/s,78.757 ms,
2022-11-15 18:55:39,20.386 Gb/s,78.705 ms,
2022-11-15 18:55:40,17.118 Gb/s,78.768 ms,8
2022-11-15 18:55:41,18.374 Gb/s,78.845 ms,
2022-11-15 18:55:42,18.754 Gb/s,78.760 ms,
2022-11-15 18:55:43,18.096 Gb/s,78.636 ms,
2022-11-15 18:55:44,20.992 Gb/s,78.849 ms,
2022-11-15 18:55:45,19.245 Gb/s,78.728 ms,
2022-11-15 18:55:46,16.065 Gb/s,78.707 ms,
2022-11-15 18:55:47,21.835 Gb/s,78.781 ms,
2022-11-15 18:55:48,17.931 Gb/s,78.809 ms,
2022-11-15 18:55:49,16.208 Gb/s,78.753 ms,
2022-11-15 18:55:50,15.878 Gb/s,78.732 ms,8
2022-11-15 18:55:51,17.871 Gb/s,78.716 ms,
2022-11-15 18:55:52,21.421 Gb/s,78.731 ms,
2022-11-15 18:55:53,17.769 Gb/s,78.732 ms,
2022-11-15 18:55:54,16.171 Gb/s,78.779 ms,
2022-11-15 18:55:55,22.167 Gb/s,78.778 ms,
2022-11-15 18:55:56,20.071 Gb/s,78.738 ms,
2022-11-15 18:55:57,18.411 Gb/s,78.784 ms,
2022-11-15 18:55:58,16.567 Gb/s,78.835 ms,
2022-11-15 18:55:59,19.411 Gb/s,78.851 ms,
2022-11-15 18:56:00,21.339 Gb/s,78.717 ms,8
2022-11-15 18:56:01,17.153 Gb/s,78.781 ms,
2022-11-15 18:56:02,17.953 Gb/s,78.834 ms,
2022-11-15 18:56:03,20.564 Gb/s,78.740 ms,
2022-11-15 18:56:04,22.178 Gb/s,78.682 ms,
2022-11-15 18:56:05,15.170 Gb/s,78.742 ms,
2022-11-15 18:56:06,18.901 Gb/s,78.826 ms,
2022-11-15 18:56:07,18.866 Gb/s,78.736 ms,
2022-11-15 18:56:08,15.512 Gb/s,78.818 ms,
2022-11-15 18:56:09,19.888 Gb/s,78.701 ms,
2022-11-15 18:56:10,20.262 Gb/s,78.775 ms,8
2022-11-15 18:56:11,19.590 Gb/s,78.787 ms,
2022-11-15 18:56:12,19.764 Gb/s,78.701 ms,
2022-11-15 18:56:13,14.770 Gb/s,78.835 ms,
2022-11-15 18:56:14,16.572 Gb/s,78.679 ms,
2022-11-15 18:56:15,18.921 Gb/s,78.847 ms,
2022-11-15 18:56:16,21.913 Gb/s,78.741 ms,
2022-11-15 18:56:17,14.188 Gb/s,78.852 ms,
2022-11-15 18:56:18,19.724 Gb/s,78.796 ms,
2022-11-15 18:56:19,20.084 Gb/s,78.715 ms,
2022-11-15 18:56:20,18.340 Gb/s,78.725 ms,8
2022-11-15 18:56:21,14.827 Gb/s,78.807 ms,
2022-11-15 18:56:22,19.525 Gb/s,78.740 ms,
2022-11-15 18:56:23,19.190 Gb/s,78.645 ms,
2022-11-15 18:56:24,19.649 Gb/s,78.684 ms,
2022-11-15 18:56:25,13.205 Gb/s,78.885 ms,
2022-11-15 18:56:26,18.075 Gb/s,78.760 ms,
2022-11-15 18:56:27,19.575 Gb/s,78.723 ms,
2022-11-15 18:56:28,19.326 Gb/s,78.706 ms,
2022-11-15 18:56:29,15.442 Gb/s,78.893 ms,
2022-11-15 18:56:30,18.021 Gb/s,78.663 ms,8
2022-11-15 18:56:31,21.488 Gb/s,78.729 ms,
2022-11-15 18:56:32,17.404 Gb/s,78.792 ms,
2022-11-15 18:56:33,14.478 Gb/s,78.833 ms,
2022-11-15 18:56:34,22.478 Gb/s,78.716 ms,
2022-11-15 18:56:35,20.684 Gb/s,78.784 ms,
2022-11-15 18:56:36,16.247 Gb/s,78.778 ms,
2022-11-15 18:56:37,15.825 Gb/s,78.730 ms,
2022-11-15 18:56:38,20.088 Gb/s,78.767 ms,
2022-11-15 18:56:39,18.964 Gb/s,78.757 ms,
2022-11-15 18:56:40,17.000 Gb/s,78.751 ms,8
2022-11-15 18:56:41,15.487 Gb/s,78.725 ms,
2022-11-15 18:56:42,21.388 Gb/s,78.756 ms,
2022-11-15 18:56:43,17.939 Gb/s,78.722 ms,
2022-11-15 18:56:44,14.545 Gb/s,78.777 ms,
2022-11-15 18:56:45,18.273 Gb/s,78.818 ms,
2022-11-15 18:56:46,22.679 Gb/s,78.749 ms,
2022-11-15 18:56:47,17.476 Gb/s,78.821 ms,
2022-11-15 18:56:48,15.968 Gb/s,78.725 ms,
2022-11-15 18:56:49,21.021 Gb/s,78.811 ms,
2022-11-15 18:56:50,20.269 Gb/s,78.787 ms,8
2022-11-15 18:56:51,13.906 Gb/s,78.611 ms,
2022-11-15 18:56:52,17.894 Gb/s,78.726 ms,
2022-11-15 18:56:53,22.342 Gb/s,78.871 ms,
2022-11-15 18:56:54,20.743 Gb/s,78.803 ms,
2022-11-15 18:56:55,10.831 Gb/s,78.478 ms,
2022-11-15 18:56:56,19.102 Gb/s,78.795 ms,
2022-11-15 18:56:57,23.187 Gb/s,78.790 ms,
2022-11-15 18:56:58,19.729 Gb/s,78.737 ms,
2022-11-15 18:56:59,12.576 Gb/s,78.779 ms,
2022-11-15 18:57:00,20.195 Gb/s,78.781 ms,8
2022-11-15 18:57:01,22.081 Gb/s,78.838 ms,
2022-11-15 18:57:02,15.996 Gb/s,78.631 ms,
2022-11-15 18:57:03,16.501 Gb/s,78.771 ms,
2022-11-15 18:57:04,21.590 Gb/s,78.789 ms,
2022-11-15 18:57:05,21.248 Gb/s,78.795 ms,
2022-11-15 18:57:06,14.766 Gb/s,78.692 ms,
2022-11-15 18:57:07,21.745 Gb/s,78.758 ms,
2022-11-15 18:57:08,22.067 Gb/s,78.754 ms,
2022-11-15 18:57:09,17.076 Gb/s,78.767 ms,
2022-11-15 18:57:10,16.036 Gb/s,78.634 ms,8
2022-11-15 18:57:11,21.378 Gb/s,78.738 ms,
2022-11-15 18:57:12,21.140 Gb/s,78.741 ms,
2022-11-15 18:57:13,11.571 Gb/s,78.820 ms,
2022-11-15 18:57:14,18.670 Gb/s,78.685 ms,
2022-11-15 18:57:15,22.359 Gb/s,78.734 ms,
2022-11-15 18:57:16,18.038 Gb/s,78.848 ms,
2022-11-15 18:57:17,19.393 Gb/s,78.704 ms,
2022-11-15 18:57:18,20.127 Gb/s,78.742 ms,
2022-11-15 18:57:19,21.277 Gb/s,78.737 ms,
2022-11-15 18:57:20,10.933 Gb/s,79.086 ms,8
2022-11-15 18:57:21,17.117 Gb/s,78.781 ms,
2022-11-15 18:57:22,21.602 Gb/s,78.752 ms,
2022-11-15 18:57:23,20.228 Gb/s,78.877 ms,
2022-11-15 18:57:24,13.575 Gb/s,79.049 ms,
2022-11-15 18:57:25,18.492 Gb/s,78.808 ms,
2022-11-15 18:57:26,22.095 Gb/s,78.782 ms,
2022-11-15 18:57:27,18.901 Gb/s,78.932 ms,
2022-11-15 18:57:28,17.292 Gb/s,78.963 ms,
2022-11-15 18:57:29,21.905 Gb/s,78.873 ms,
2022-11-15 18:57:30,18.860 Gb/s,78.776 ms,8
2022-11-15 18:57:31,17.399 Gb/s,78.939 ms,
2022-11-15 18:57:32,18.211 Gb/s,78.894 ms,
2022-11-15 18:57:33,20.843 Gb/s,78.841 ms,
2022-11-15 18:57:34,16.709 Gb/s,78.758 ms,
2022-11-15 18:57:35,14.766 Gb/s,79.013 ms,
2022-11-15 18:57:36,20.762 Gb/s,78.936 ms,
2022-11-15 18:57:37,20.985 Gb/s,78.893 ms,
2022-11-15 18:57:38,16.182 Gb/s,78.702 ms,
2022-11-15 18:57:39,13.530 Gb/s,78.876 ms,
2022-11-15 18:57:40,19.513 Gb/s,78.873 ms,8
2022-11-15 18:57:41,20.971 Gb/s,78.843 ms,
2022-11-15 18:57:42,17.792 Gb/s,78.845 ms,
2022-11-15 18:57:43,14.832 Gb/s,78.904 ms,
2022-11-15 18:57:44,19.859 Gb/s,78.829 ms,
2022-11-15 18:57:45,20.591 Gb/s,78.875 ms,
2022-11-15 18:57:46,15.589 Gb/s,78.910 ms,
2022-11-15 18:57:47,19.812 Gb/s,78.908 ms,
2022-11-15 18:57:48,19.249 Gb/s,78.833 ms,
2022-11-15 18:57:49,19.652 Gb/s,78.917 ms,
2022-11-15 18:57:50,15.089 Gb/s,78.833 ms,8
2022-11-15 18:57:51,19.764 Gb/s,78.849 ms,
2022-11-15 18:57:52,20.409 Gb/s,78.821 ms,
2022-11-15 18:57:53,17.948 Gb/s,78.925 ms,
2022-11-15 18:57:54,13.052 Gb/s,78.898 ms,
2022-11-15 18:57:55,21.622 Gb/s,78.826 ms,
2022-11-15 18:57:56,19.041 Gb/s,78.772 ms,
2022-11-15 18:57:57,15.506 Gb/s,78.983 ms,
2022-11-15 18:57:58,16.454 Gb/s,78.752 ms,
2022-11-15 18:57:59,21.510 Gb/s,78.816 ms,
2022-11-15 18:58:00,17.497 Gb/s,78.876 ms,8
2022-11-15 18:58:01,13.558 Gb/s,79.174 ms,
2022-11-15 18:58:02,17.829 Gb/s,78.941 ms,
2022-11-15 18:58:03,22.764 Gb/s,78.818 ms,
2022-11-15 18:58:04,18.393 Gb/s,78.904 ms,
2022-11-15 18:58:05,15.655 Gb/s,78.968 ms,
2022-11-15 18:58:06,21.367 Gb/s,78.885 ms,
2022-11-15 18:58:07,20.515 Gb/s,78.854 ms,
2022-11-15 18:58:08,17.071 Gb/s,78.877 ms,
2022-11-15 18:58:09,14.915 Gb/s,79.022 ms,
2022-11-15 18:58:10,19.793 Gb/s,78.877 ms,8
2022-11-15 18:58:11,20.177 Gb/s,78.801 ms,
2022-11-15 18:58:12,14.707 Gb/s,78.890 ms,
2022-11-15 18:58:13,19.260 Gb/s,78.930 ms,
2022-11-15 18:58:14,21.578 Gb/s,78.945 ms,
2022-11-15 18:58:15,15.479 Gb/s,78.606 ms,
2022-11-15 18:58:16,18.033 Gb/s,79.009 ms,
2022-11-15 18:58:17,19.845 Gb/s,78.745 ms,
2022-11-15 18:58:18,18.015 Gb/s,78.901 ms,
2022-11-15 18:58:19,14.310 Gb/s,78.800 ms,
2022-11-15 18:58:20,18.216 Gb/s,78.933 ms,8
2022-11-15 18:58:21,21.639 Gb/s,78.824 ms,
2022-11-15 18:58:22,17.019 Gb/s,78.814 ms,
2022-11-15 18:58:23,13.743 Gb/s,78.861 ms,
2022-11-15 18:58:24,19.647 Gb/s,78.792 ms,
2022-11-15 18:58:25,21.079 Gb/s,78.800 ms,
2022-11-15 18:58:26,16.821 Gb/s,79.026 ms,
2022-11-15 18:58:27,16.030 Gb/s,78.954 ms,
2022-11-15 18:58:28,20.621 Gb/s,78.899 ms,
2022-11-15 18:58:29,21.257 Gb/s,78.652 ms,
2022-11-15 18:58:30,10.133 Gb/s,78.533 ms,8
2022-11-15 18:58:31,19.023 Gb/s,78.864 ms,
2022-11-15 18:58:32,22.353 Gb/s,78.720 ms,
2022-11-15 18:58:33,20.203 Gb/s,78.745 ms,
2022-11-15 18:58:34,11.092 Gb/s,78.590 ms,
2022-11-15 18:58:35,20.021 Gb/s,78.929 ms,
2022-11-15 18:58:36,22.824 Gb/s,78.771 ms,
2022-11-15 18:58:37,17.719 Gb/s,78.654 ms,
2022-11-15 18:58:38,12.632 Gb/s,78.833 ms,
2022-11-15 18:58:39,20.858 Gb/s,78.942 ms,
2022-11-15 18:58:40,21.154 Gb/s,78.746 ms,8
2022-11-15 18:58:41,15.792 Gb/s,78.502 ms,
2022-11-15 18:58:42,15.844 Gb/s,78.637 ms,
2022-11-15 18:58:43,22.927 Gb/s,78.814 ms,
2022-11-15 18:58:44,21.435 Gb/s,78.718 ms,
2022-11-15 18:58:45,13.855 Gb/s,78.785 ms,
2022-11-15 18:58:46,17.987 Gb/s,78.700 ms,
2022-11-15 18:58:47,22.438 Gb/s,78.835 ms,
2022-11-15 18:58:48,17.571 Gb/s,78.693 ms,
2022-11-15 18:58:49,15.578 Gb/s,78.823 ms,
2022-11-15 18:58:50,20.863 Gb/s,78.742 ms,8
2022-11-15 18:58:51,17.783 Gb/s,78.860 ms,
2022-11-15 18:58:52,19.058 Gb/s,78.741 ms,
2022-11-15 18:58:53,15.479 Gb/s,78.648 ms,
2022-11-15 18:58:54,19.780 Gb/s,78.709 ms,
2022-11-15 18:58:55,15.945 Gb/s,78.805 ms,
2022-11-15 18:58:56,21.220 Gb/s,78.799 ms,
2022-11-15 18:58:57,16.039 Gb/s,78.744 ms,
2022-11-15 18:58:58,19.876 Gb/s,78.678 ms,
2022-11-15 18:58:59,16.619 Gb/s,78.670 ms,
2022-11-15 18:59:00,18.756 Gb/s,78.797 ms,8
2022-11-15 18:59:01,18.604 Gb/s,78.712 ms,
2022-11-15 18:59:02,19.476 Gb/s,78.661 ms,
2022-11-15 18:59:03,12.926 Gb/s,78.942 ms,
2022-11-15 18:59:04,18.331 Gb/s,78.732 ms,
2022-11-15 18:59:05,19.322 Gb/s,78.804 ms,
2022-11-15 18:59:06,17.254 Gb/s,78.582 ms,
2022-11-15 18:59:07,17.679 Gb/s,78.864 ms,
2022-11-15 18:59:08,19.475 Gb/s,78.880 ms,
2022-11-15 18:59:09,19.921 Gb/s,78.804 ms,
2022-11-15 18:59:10,13.235 Gb/s,78.484 ms,8
2022-11-15 18:59:11,16.944 Gb/s,78.865 ms,
2022-11-15 18:59:12,18.013 Gb/s,78.784 ms,
2022-11-15 18:59:13,18.581 Gb/s,78.818 ms,
2022-11-15 18:59:14,14.834 Gb/s,78.490 ms,
2022-11-15 18:59:15,14.374 Gb/s,78.923 ms,
2022-11-15 18:59:16,15.930 Gb/s,78.908 ms,
2022-11-15 18:59:17,19.594 Gb/s,78.742 ms,
2022-11-15 18:59:18,15.862 Gb/s,78.613 ms,
2022-11-15 18:59:19,19.331 Gb/s,78.859 ms,
2022-11-15 18:59:20,18.591 Gb/s,78.892 ms,8
2022-11-15 18:59:21,18.417 Gb/s,78.605 ms,
2022-11-15 18:59:22,18.060 Gb/s,78.682 ms,
2022-11-15 18:59:23,18.904 Gb/s,78.917 ms,
2022-11-15 18:59:24,17.954 Gb/s,78.736 ms,
2022-11-15 18:59:25,15.871 Gb/s,78.594 ms,
2022-11-15 18:59:26,17.624 Gb/s,78.607 ms,
2022-11-15 18:59:27,18.221 Gb/s,78.861 ms,
2022-11-15 18:59:28,20.557 Gb/s,78.793 ms,
2022-11-15 18:59:29,15.800 Gb/s,78.612 ms,
2022-11-15 18:59:30,19.566 Gb/s,78.788 ms,8
2022-11-15 18:59:31,18.956 Gb/s,78.937 ms,
2022-11-15 18:59:32,19.355 Gb/s,78.723 ms,
2022-11-15 18:59:33,14.345 Gb/s,78.447 ms,
2022-11-15 18:59:34,20.128 Gb/s,78.662 ms,
2022-11-15 18:59:35,18.581 Gb/s,78.908 ms,
2022-11-15 18:59:36,15.316 Gb/s,78.867 ms,
2022-11-15 18:59:37,14.981 Gb/s,78.619 ms,
2022-11-15 18:59:38,18.054 Gb/s,78.596 ms,
2022-11-15 18:59:39,17.499 Gb/s,78.877 ms,
2022-11-15 18:59:40,16.170 Gb/s,78.890 ms,8
2022-11-15 18:59:41,17.312 Gb/s,78.833 ms,
2022-11-15 18:59:42,19.448 Gb/s,78.820 ms,
2022-11-15 18:59:43,18.893 Gb/s,78.935 ms,
2022-11-15 18:59:44,15.298 Gb/s,78.713 ms,
2022-11-15 18:59:45,17.934 Gb/s,78.714 ms,
2022-11-15 18:59:46,21.066 Gb/s,78.780 ms,
2022-11-15 18:59:47,15.983 Gb/s,78.690 ms,
2022-11-15 18:59:48,16.960 Gb/s,78.733 ms,
2022-11-15 18:59:49,17.843 Gb/s,78.729 ms,
2022-11-15 18:59:50,21.166 Gb/s,78.712 ms,8
2022-11-15 18:59:51,14.553 Gb/s,78.860 ms,
2022-11-15 18:59:52,17.485 Gb/s,78.669 ms,
2022-11-15 18:59:53,17.887 Gb/s,78.685 ms,
2022-11-15 18:59:54,21.094 Gb/s,78.828 ms,
2022-11-15 18:59:55,17.652 Gb/s,78.985 ms,
2022-11-15 18:59:56,18.319 Gb/s,78.546 ms,
2022-11-15 18:59:57,20.797 Gb/s,78.922 ms,
2022-11-15 18:59:58,16.925 Gb/s,78.848 ms,
2022-11-15 18:59:59,18.391 Gb/s,78.690 ms,
2022-11-15 19:00:00,19.745 Gb/s,78.526 ms,8
2022-11-15 19:00:01,18.407 Gb/s,78.830 ms,
2022-11-15 19:00:02,18.080 Gb/s,78.791 ms,
2022-11-15 19:00:03,16.791 Gb/s,78.757 ms,
2022-11-15 19:00:04,18.831 Gb/s,78.579 ms,
2022-11-15 19:00:05,16.260 Gb/s,78.995 ms,
2022-11-15 19:00:06,1.463 Gb/s,79.341 ms,
2022-11-15 19:00:07,11.620 Gb/s,78.904 ms,
2022-11-15 19:00:08,20.485 Gb/s,78.555 ms,
2022-11-15 19:00:09,20.227 Gb/s,78.631 ms,
2022-11-15 19:00:10,12.297 Gb/s,78.768 ms,8
2022-11-15 19:00:11,17.185 Gb/s,78.874 ms,
2022-11-15 19:00:12,19.857 Gb/s,78.620 ms,
2022-11-15 19:00:13,22.126 Gb/s,78.760 ms,
2022-11-15 19:00:14,13.136 Gb/s,78.724 ms,
2022-11-15 19:00:15,19.371 Gb/s,78.858 ms,
2022-11-15 19:00:16,18.762 Gb/s,78.606 ms,
2022-11-15 19:00:17,19.063 Gb/s,78.847 ms,
2022-11-15 19:00:18,14.990 Gb/s,78.761 ms,
2022-11-15 19:00:19,19.972 Gb/s,78.821 ms,
2022-11-15 19:00:20,19.700 Gb/s,78.731 ms,8
2022-11-15 19:00:21,17.384 Gb/s,78.771 ms,
2022-11-15 19:00:22,18.258 Gb/s,78.753 ms,
2022-11-15 19:00:23,20.680 Gb/s,78.712 ms,
2022-11-15 19:00:24,19.599 Gb/s,78.831 ms,
2022-11-15 19:00:25,12.274 Gb/s,78.987 ms,
2022-11-15 19:00:26,20.427 Gb/s,78.757 ms,
2022-11-15 19:00:27,20.978 Gb/s,78.601 ms,
2022-11-15 19:00:28,16.271 Gb/s,78.684 ms,
2022-11-15 19:00:29,11.840 Gb/s,78.768 ms,
2022-11-15 19:00:30,16.518 Gb/s,78.696 ms,8
2022-11-15 19:00:31,21.223 Gb/s,78.738 ms,
2022-11-15 19:00:32,17.230 Gb/s,78.722 ms,
2022-11-15 19:00:33,15.605 Gb/s,78.753 ms,
2022-11-15 19:00:34,16.736 Gb/s,78.732 ms,
2022-11-15 19:00:35,21.717 Gb/s,78.726 ms,
2022-11-15 19:00:36,17.638 Gb/s,78.815 ms,
2022-11-15 19:00:37,16.955 Gb/s,78.649 ms,
2022-11-15 19:00:38,20.963 Gb/s,78.658 ms,
2022-11-15 19:00:39,16.325 Gb/s,78.674 ms,
2022-11-15 19:00:40,18.409 Gb/s,78.838 ms,8
2022-11-15 19:00:41,18.943 Gb/s,78.628 ms,
2022-11-15 19:00:42,18.202 Gb/s,78.626 ms,
2022-11-15 19:00:43,15.162 Gb/s,78.764 ms,
2022-11-15 19:00:44,19.551 Gb/s,78.838 ms,
2022-11-15 19:00:45,20.788 Gb/s,78.842 ms,
2022-11-15 19:00:46,14.933 Gb/s,78.521 ms,
2022-11-15 19:00:47,14.624 Gb/s,78.979 ms,
2022-11-15 19:00:48,20.555 Gb/s,78.782 ms,
2022-11-15 19:00:49,19.069 Gb/s,78.766 ms,
2022-11-15 19:00:50,16.164 Gb/s,78.474 ms,8
2022-11-15 19:00:51,13.635 Gb/s,78.907 ms,
2022-11-15 19:00:52,19.757 Gb/s,78.835 ms,
2022-11-15 19:00:53,19.712 Gb/s,78.756 ms,
2022-11-15 19:00:54,16.272 Gb/s,78.442 ms,
2022-11-15 19:00:55,17.223 Gb/s,78.940 ms,
2022-11-15 19:00:56,19.234 Gb/s,78.850 ms,
2022-11-15 19:00:57,17.549 Gb/s,78.797 ms,
2022-11-15 19:00:58,15.599 Gb/s,78.428 ms,
2022-11-15 19:00:59,15.072 Gb/s,78.533 ms,
2022-11-15 19:01:00,19.676 Gb/s,78.735 ms,8
2022-11-15 19:01:01,17.963 Gb/s,78.865 ms,
2022-11-15 19:01:02,16.506 Gb/s,78.814 ms,
2022-11-15 19:01:03,16.720 Gb/s,78.785 ms,
2022-11-15 19:01:04,18.829 Gb/s,78.719 ms,
2022-11-15 19:01:05,21.318 Gb/s,78.770 ms,
2022-11-15 19:01:06,13.770 Gb/s,78.865 ms,
2022-11-15 19:01:07,13.718 Gb/s,78.785 ms,
2022-11-15 19:01:08,19.591 Gb/s,78.740 ms,
2022-11-15 19:01:09,22.432 Gb/s,78.779 ms,
2022-11-15 19:01:10,16.049 Gb/s,78.757 ms,8
2022-11-15 19:01:11,16.603 Gb/s,78.998 ms,
2022-11-15 19:01:12,21.880 Gb/s,78.759 ms,
2022-11-15 19:01:13,21.127 Gb/s,78.689 ms,
2022-11-15 19:01:14,10.888 Gb/s,78.637 ms,
2022-11-15 19:01:15,20.820 Gb/s,78.787 ms,
2022-11-15 19:01:16,22.931 Gb/s,78.795 ms,
2022-11-15 19:01:17,18.778 Gb/s,78.599 ms,
2022-11-15 19:01:18,10.512 Gb/s,78.989 ms,
2022-11-15 19:01:19,21.043 Gb/s,78.771 ms,
2022-11-15 19:01:20,21.007 Gb/s,78.754 ms,8
2022-11-15 19:01:21,17.083 Gb/s,78.586 ms,
2022-11-15 19:01:22,11.186 Gb/s,78.765 ms,
2022-11-15 19:01:23,20.692 Gb/s,78.817 ms,
2022-11-15 19:01:24,20.262 Gb/s,78.652 ms,
2022-11-15 19:01:25,16.519 Gb/s,78.737 ms,
2022-11-15 19:01:26,14.992 Gb/s,78.664 ms,
2022-11-15 19:01:27,18.805 Gb/s,78.718 ms,
2022-11-15 19:01:28,21.048 Gb/s,78.720 ms,
2022-11-15 19:01:29,14.083 Gb/s,78.872 ms,
2022-11-15 19:01:30,20.217 Gb/s,78.725 ms,8
2022-11-15 19:01:31,21.949 Gb/s,78.796 ms,
2022-11-15 19:01:32,17.369 Gb/s,78.630 ms,
2022-11-15 19:01:33,13.069 Gb/s,78.739 ms,
2022-11-15 19:01:34,19.547 Gb/s,78.661 ms,
2022-11-15 19:01:35,20.311 Gb/s,78.737 ms,
2022-11-15 19:01:36,15.627 Gb/s,78.888 ms,
2022-11-15 19:01:37,19.917 Gb/s,78.793 ms,
2022-11-15 19:01:38,20.019 Gb/s,78.689 ms,
2022-11-15 19:01:39,20.530 Gb/s,78.755 ms,
2022-11-15 19:01:40,11.986 Gb/s,78.952 ms,8
2022-11-15 19:01:41,20.130 Gb/s,78.781 ms,
2022-11-15 19:01:42,21.455 Gb/s,78.554 ms,
2022-11-15 19:01:43,17.504 Gb/s,78.815 ms,
2022-11-15 19:01:44,13.254 Gb/s,78.844 ms,
2022-11-15 19:01:45,17.629 Gb/s,78.766 ms,
2022-11-15 19:01:46,23.356 Gb/s,78.707 ms,
2022-11-15 19:01:47,15.624 Gb/s,78.768 ms,
2022-11-15 19:01:48,19.954 Gb/s,78.792 ms,
2022-11-15 19:01:49,20.366 Gb/s,78.689 ms,
2022-11-15 19:01:50,20.827 Gb/s,78.655 ms,8
2022-11-15 19:01:51,16.000 Gb/s,78.910 ms,
2022-11-15 19:01:52,19.890 Gb/s,78.855 ms,
2022-11-15 19:01:53,21.437 Gb/s,78.701 ms,
2022-11-15 19:01:54,13.105 Gb/s,78.377 ms,
2022-11-15 19:01:55,13.005 Gb/s,78.962 ms,
2022-11-15 19:01:56,20.563 Gb/s,78.772 ms,
2022-11-15 19:01:57,20.229 Gb/s,78.654 ms,
2022-11-15 19:01:58,12.105 Gb/s,78.556 ms,
2022-11-15 19:01:59,17.957 Gb/s,78.833 ms,
2022-11-15 19:02:00,19.840 Gb/s,78.788 ms,8
2022-11-15 19:02:01,22.472 Gb/s,78.760 ms,
2022-11-15 19:02:02,12.415 Gb/s,78.508 ms,
2022-11-15 19:02:03,17.557 Gb/s,78.749 ms,
2022-11-15 19:02:04,22.225 Gb/s,78.645 ms,
2022-11-15 19:02:05,16.866 Gb/s,78.655 ms,
2022-11-15 19:02:06,12.570 Gb/s,78.565 ms,
